Female,DeerYear,ReprodStatus,Calf,Fecundity,SeenInRut,Age
CHD05,2016,Milk,EDA16,1,-1,11
CHD10,2010,Naïve,,0,0,0
CHD10,2011,Naïve,,0,0,1
CHD10,2012,Naïve,,0,-1,2
CHD10,2013,Naïve,GGZ13,1,-1,3
CHD10,2014,Milk,,0,-1,4
CHD10,2015,True yeld,GGZ15,1,-1,5
CHD10,2016,Milk,GGZ16,1,-1,6
CHD10,2017,Winter yeld,GGZ17,1,-1,7
CHD10,2018,Winter yeld,,0,-1,8
CHD10,2019,True yeld,GGZ19,1,-1,9
CHD10,2020,Milk,GGZ20,1,-1,10
CHD10,2021,Milk,GGZ21,1,-1,11
CHD10,2022,Winter yeld,GGZ22,1,-1,12
CHD10,2023,Milk,GGZ23,1,-1,13
CHE73,1973,Naïve,,0,0,0
CHE73,1974,Naïve,,0,0,1
CHE73,1975,Naïve,,0,-1,2
CHE73,1976,Naïve,,0,-1,3
CHE73,1977,Naïve,FAG77,1,-1,4
CHE73,1978,Winter yeld,,0,-1,5
CHE73,1979,True yeld,FAG79,1,-1,6
CHE73,1980,Milk,,0,-1,7
CHE73,1981,True yeld,FAG81,1,-1,8
CHE80,1980,Naïve,,0,0,0
CHE80,1981,Naïve,,0,0,1
CHE80,1982,Naïve,,0,-1,2
CHE80,1983,Naïve,,0,-1,3
CHE80,1984,Naïve,ILE84,1,-1,4
CHE80,1985,Milk,,0,-1,5
CHE80,1986,True yeld,ILE86,1,-1,6
CHE80,1987,Milk,ILE87,1,-1,7
CHE80,1988,Milk,,0,-1,8
CHE80,1989,True yeld,ILE89,1,-1,9
CHE80,1990,Winter yeld,ILE90,1,-1,10
CHE80,1991,Milk,,0,-1,11
CHE80,1992,True yeld,ILE92,1,-1,12
CHE81,1981,Naïve,,0,0,0
CHE84,1984,Naïve,,0,0,0
CHE84,1985,Naïve,,0,0,1
CHF01,2001,Naïve,,0,0,0
CHF01,2002,Naïve,,0,0,1
CHF01,2003,Naïve,,0,-1,2
CHF01,2004,Naïve,SSK04,1,-1,3
CHF01,2005,Winter yeld,,0,-1,4
CHF01,2006,True yeld,SSK06,1,-1,5
CHF01,2007,Milk,,0,-1,6
CHF01,2008,True yeld,SSK08,1,-1,7
CHF07,2007,Naïve,,0,0,0
CHF07,2008,Naïve,,0,0,1
CHF07,2009,Naïve,,0,-1,2
CHF07,2010,Naïve,,0,-1,3
CHF07,2011,Naïve,LIN11,1,-1,4
CHI89,1989,Naïve,,0,0,0
CHI89,1990,Naïve,,0,0,1
CHI89,1991,Naïve,,0,-1,2
CHI89,1992,Naïve,CRS92,1,0,3
CHI89,1993,Milk,,0,-1,4
CHI89,1994,True yeld,CRS94,1,0,5
CHI89,1995,Summer yeld,CRS95,1,0,6
CHK07,2007,Naïve,,0,0,0
CHK07,2008,Naïve,,0,0,1
CHK07,2009,Naïve,,0,-1,2
CHK07,2010,Naïve,,0,-1,3
CHK07,2011,Naïve,,0,-1,4
CHK07,2012,Naïve,CHY12,1,-1,5
CHK07,2013,Milk,,0,-1,6
CHK07,2014,True yeld,CHY14,1,-1,7
CHK07,2015,Milk,,0,-1,8
CHK07,2016,True yeld,CHY16,1,-1,9
CHK12,2012,Naïve,,0,0,0
CHK12,2013,Naïve,,0,0,1
CHK12,2014,Naïve,,0,-1,2
CHK12,2015,Naïve,JEP15,1,-1,3
CHK12,2016,Summer yeld,JEP16,1,0,4
CHK12,2017,Milk,JEP17,1,-1,5
CHK15,2015,Naïve,,0,0,0
CHK15,2016,Naïve,,0,0,1
CHK15,2017,Naïve,,0,0,2
CHK18,2018,Naïve,,0,0,0
CHL02,2002,Naïve,,0,0,0
CHL02,2003,Naïve,,0,0,1
CHM12,2012,Naïve,,0,0,0
CHM13,2013,Naïve,,0,0,0
CHM13,2014,Naïve,,0,0,1
CHM13,2015,Naïve,,0,-1,2
CHM13,2016,Naïve,,0,-1,3
CHM13,2017,Naïve,MOE17,1,-1,4
CHM13,2018,Winter yeld,,0,-1,5
CHM13,2019,True yeld,,0,-1,6
CHM13,2020,True yeld,,0,-1,7
CHM13,2021,True yeld,MOE21,1,-1,8
CHM13,2022,Milk,,0,0,9
CHM17,2017,Naïve,,0,0,0
CHM17,2018,Naïve,,0,0,1
CHM17,2019,Naïve,,0,-1,2
CHM17,2020,Naïve,,0,-1,3
CHM17,2021,Naïve,BOL21,1,-1,4
CHM17,2022,Winter yeld,,0,-1,5
CHM17,2023,True yeld,BOL23,1,-1,6
CHN03,2003,Naïve,,0,0,0
CHN03,2004,Naïve,,0,0,1
CHN03,2005,Naïve,,0,-1,2
CHN03,2006,Naïve,,0,-1,3
CHN03,2007,Naïve,MNM07,1,-1,4
CHN03,2008,Milk,,0,-1,5
CHN03,2009,True yeld,MNM09,1,-1,6
CHN03,2010,Summer yeld,,0,-1,7
CHN03,2011,True yeld,MNM11,1,-1,8
CHN03,2012,Summer yeld,MNM12,1,-1,9
CHN03,2013,Milk,MNM13,1,-1,10
CHN03,2014,Summer yeld,MNM14,1,-1,11
CHN03,2015,Milk,MNM15,1,-1,12
CHN03,2016,Milk,MNM16,1,-1,13
CHN03,2017,Milk,MNM17,1,-1,14
CHN06,2006,Naïve,,0,0,0
CHN06,2007,Naïve,,0,0,1
CHN06,2008,Naïve,,0,-1,2
CHN06,2009,Naïve,,0,-1,3
CHN06,2010,Naïve,BMA10,1,-1,4
CHN06,2011,Summer yeld,BMA11,1,-1,5
CHN06,2012,Milk,BMA12,1,-1,6
CHN06,2013,Milk,BMA13,1,-1,7
CHN06,2014,Milk,,0,-1,8
CHN06,2015,True yeld,BMA15,1,-1,9
CHN06,2016,Milk,BMA16,1,-1,10
CHN06,2017,Milk,BMA17,1,-1,11
CHN06,2018,Milk,,0,-1,12
CHN06,2019,True yeld,BMA19,1,-1,13
CHO73,1973,Naïve,,0,0,0
CHO73,1974,Naïve,,0,0,1
CHO73,1975,Naïve,,0,-1,2
CHO73,1976,Naïve,,0,-1,3
CHO73,1977,Naïve,SEP77,1,-1,4
CHO73,1978,Milk,SEP78,1,-1,5
CHO73,1979,Milk,,0,-1,6
CHO73,1980,True yeld,SEP80,1,-1,7
CHO73,1981,Milk,,0,-1,8
CHO73,1982,True yeld,SEP82,1,-1,9
CHO73,1983,Summer yeld,SEP83,1,-1,10
CHO73,1984,Milk,SEP84,1,-1,11
CHO73,1985,Milk,,0,-1,12
CHO73,1986,True yeld,SEP86,1,-1,13
CHO73,1987,Milk,SEP87,1,-1,14
CHO74,1974,Naïve,,0,0,0
CHO75,1975,Naïve,,0,0,0
CHO75,1976,Naïve,,0,0,1
CHO75,1977,Naïve,,0,-1,2
CHO75,1978,Naïve,,0,-1,3
CHO75,1979,Naïve,MOC79,1,-1,4
CHO75,1980,Milk,MOC80,1,-1,5
CHO75,1981,Milk,,0,-1,6
CHO75,1982,True yeld,MOC82,1,-1,7
CHO75,1983,Winter yeld,,0,-1,8
CHO75,1984,True yeld,MOC84,1,-1,9
CHO75,1985,Milk,MOC85,1,-1,10
CHO75,1986,Winter yeld,,0,0,11
CHOCH,1964,Naïve,,0,0,0
CHOCH,1965,Naïve,,0,0,1
CHOCH,1966,Naïve,,0,0,2
CHOCH,1967,Naïve,,0,0,3
CHOCH,1968,Naïve,,0,0,4
CHOCH,1969,Naïve,,0,0,5
CHOCH,1970,Naïve,CHO70,1,0,6
CHOCH,1971,Summer yeld,CHO71,1,-1,7
CHOCH,1972,Summer yeld,CHO72,1,-1,8
CHOCH,1973,Milk,CHO73,1,0,9
CHOCH,1974,Milk,CHO74,1,-1,10
CHOCH,1975,Summer yeld,CHO75,1,-1,11
CHOCH,1976,Milk,CHO76,1,-1,12
CHOCH,1977,Milk,CHO77,1,-1,13
CHOCH,1978,Milk,CHO78,1,-1,14
CHOCH,1979,Milk,,0,-1,15
CHP94,1994,Naïve,,0,0,0
CHP94,1995,Naïve,,0,0,1
CHP94,1996,Naïve,,0,-1,2
CHP94,1997,Naïve,,0,-1,3
CHP94,1998,Naïve,FAL98,1,-1,4
CHP94,1999,Summer yeld,FAL99,1,-1,5
CHP94,2000,Milk,,0,-1,6
CHP94,2001,True yeld,FAL01,1,-1,7
CHP94,2002,Milk,,0,-1,8
CHP94,2003,True yeld,FAL03,1,-1,9
CHP94,2004,Milk,FAL04,1,0,10
CHY12,2012,Naïve,,0,0,0
CHY12,2013,Naïve,,0,0,1
CHY12,2014,Naïve,,0,-1,2
CHY12,2015,Naïve,APO15,1,-1,3
CHY12,2016,Milk,,0,-1,4
CHY14,2014,Naïve,,0,0,0
CHY14,2015,Naïve,,0,0,1
CHY14,2016,Naïve,,0,-1,2
CHY14,2017,Naïve,,0,0,3
CHY16,2016,Naïve,,0,0,0
CHY16,2017,Naïve,,0,0,1
CHY16,2018,Naïve,,0,-1,2
CHY16,2019,Naïve,,0,-1,3
CHY16,2020,Naïve,,0,-1,4
CID85,1985,Naïve,,0,0,0
CIN76,1976,Naïve,,0,0,0
CIN76,1977,Naïve,,0,0,1
CIN76,1978,Naïve,,0,-1,2
CIN76,1979,Naïve,,0,-1,3
CIN76,1980,Naïve,,0,-1,4
CIN76,1981,Naïve,BIS81,1,-1,5
CIN76,1982,Milk,,0,-1,6
CIN76,1983,True yeld,BIS83,1,-1,7
CIN76,1984,Summer yeld,BIS84,1,-1,8
CIN76,1985,Milk,,0,-1,9
CIN76,1986,True yeld,,0,-1,10
CIN76,1987,True yeld,,0,-1,11
CIN78,1978,Naïve,,0,0,0
CIN78,1979,Naïve,,0,0,1
CIN78,1980,Naïve,,0,-1,2
CIN78,1981,Naïve,,0,-1,3
CIN78,1982,Naïve,CAL82,1,-1,4
CIN78,1983,Milk,,0,-1,5
CIN78,1984,True yeld,CAL84,1,-1,6
CIN78,1985,Milk,CAL85,1,-1,7
CIN78,1986,Milk,,0,-1,8
CIN78,1987,True yeld,CAL87,1,-1,9
CLA83,1983,Naïve,,0,0,0
CLA85,1985,Naïve,,0,0,0
CLA85,1986,Naïve,,0,0,1
CLA85,1987,Naïve,,0,-1,2
CLA85,1988,Naïve,,0,-1,3
CLA85,1989,Naïve,VIO89,1,-1,4
CLA85,1990,Milk,VIO90,1,-1,5
CLA85,1991,Winter yeld,,0,-1,6
CLA85,1992,True yeld,VIO92,1,-1,7
CLA85,1993,Winter yeld,,0,-1,8
CLA85,1994,True yeld,VIO94,1,-1,9
CLA85,1995,Summer yeld,VIO95,1,-1,10
CLA85,1996,Summer yeld,VIO96,1,-1,11
CLA85,1997,Milk,VIO97,1,-1,12
CLA85,1998,Milk,,0,-1,13
CLA87,1987,Naïve,,0,0,0
CLA87,1988,Naïve,,0,0,1
CLA87,1989,Naïve,,0,-1,2
CLA87,1990,Naïve,,0,-1,3
CLA87,1991,Naïve,ORP91,1,-1,4
CLA87,1992,Summer yeld,ORP92,1,-1,5
CLC75,1975,Naïve,,0,0,0
CLC75,1976,Naïve,,0,0,1
CLC75,1977,Naïve,,0,-1,2
CLC75,1978,Naïve,,0,-1,3
CLC75,1979,Naïve,HES79,1,-1,4
CLC75,1980,Milk,HES80,1,0,5
CLC75,1981,Milk,,0,-1,6
CLC75,1982,True yeld,HES82,1,-1,7
CLC75,1983,Winter yeld,HES83,1,-1,8
CLC75,1984,Milk,HES84,1,0,9
CLC75,1985,Milk,,0,0,10
CLC76,1976,Naïve,,0,0,0
CLC78,1978,Naïve,,0,0,0
CLC78,1979,Naïve,,0,0,1
CLC78,1980,Naïve,,0,-1,2
CLC78,1981,Naïve,,0,-1,3
CLC78,1982,Naïve,,0,-1,4
CLC78,1983,Naïve,ELF83,1,-1,5
CLC78,1984,Summer yeld,ELF84,1,0,6
CLC79,1979,Naïve,,0,0,0
CLC79,1980,Naïve,,0,0,1
CLC79,1981,Naïve,,0,-1,2
CLC79,1982,Naïve,,0,-1,3
CLC79,1983,Naïve,CRY83,1,-1,4
CLC79,1984,Summer yeld,CRY84,1,0,5
CLC79,1985,Milk,,0,-1,6
CLC79,1986,True yeld,CRY86,1,0,7
CLC79,1987,Milk,,0,0,8
CLC79,1988,True yeld,CRY88,1,0,9
CLC79,1989,Milk,,0,0,10
CLC79,1990,True yeld,CRY90,1,0,11
CLC79,1991,Milk,,0,0,12
CLC80,1980,Naïve,,0,0,0
CLC80,1981,Naïve,,0,0,1
CLC80,1982,Naïve,,0,-1,2
CLC80,1983,Naïve,,0,-1,3
CLC80,1984,Naïve,OCC84,1,-1,4
CLC80,1985,Milk,OCC85,1,-1,5
CLC80,1986,Milk,,0,-1,6
CLC80,1987,True yeld,,0,-1,7
CLC80,1988,True yeld,OCC88,1,-1,8
CLC80,1989,Milk,OCC89,1,-1,9
CLC80,1990,Milk,OCC90,1,0,10
CLC80,1991,Milk,,0,0,11
CLC80,1992,True yeld,OCC92,1,-1,12
CLC81,1981,Naïve,,0,0,0
CLC82,1982,Naïve,,0,0,0
CLC82,1983,Naïve,,0,0,1
CLC82,1984,Naïve,,0,-1,2
CLC82,1985,Naïve,,0,-1,3
CLC82,1986,Naïve,CUK86,1,-1,4
CLC82,1987,Milk,CUK87,1,-1,5
CLC82,1988,Milk,CUK88,1,-1,6
CLC85,1985,Naïve,,0,0,0
CLC85,1986,Naïve,,0,0,1
CLE70,1970,Naïve,,0,0,0
CLE70,1971,Naïve,,0,-1,1
CLE70,1972,Naïve,,0,-1,2
CLE70,1973,Naïve,FEM73,1,0,3
CLE74,1974,Naïve,,0,0,0
CLE74,1975,Naïve,,0,0,1
CLE74,1976,Naïve,,0,-1,2
CLE74,1977,Naïve,,0,-1,3
CLE74,1978,Naïve,CLM78,1,-1,4
CLE74,1979,Summer yeld,CLM79,1,-1,5
CLE74,1980,Milk,CLM80,1,-1,6
CLE74,1981,Milk,,0,-1,7
CLE74,1982,True yeld,CLM82,1,-1,8
CLE74,1983,Milk,,0,-1,9
CLE74,1984,True yeld,CLM84,1,-1,10
CLE74,1985,Milk,CLM85,1,-1,11
CLE75,1975,Naïve,,0,0,0
CLE75,1976,Naïve,,0,0,1
CLE75,1977,Naïve,,0,-1,2
CLE75,1978,Naïve,,0,-1,3
CLE75,1979,Naïve,TIT79,1,-1,4
CLE75,1980,Milk,,0,-1,5
CLE75,1981,True yeld,TIT81,1,-1,6
CLE75,1982,Summer yeld,TIT82,1,-1,7
CLE75,1983,Milk,,0,-1,8
CLE75,1984,True yeld,TIT84,1,-1,9
CLE75,1985,Milk,,0,-1,10
CLE75,1986,True yeld,,0,-1,11
CLE76,1976,Naïve,,0,0,0
CLE76,1977,Naïve,,0,0,1
CLE76,1978,Naïve,,0,-1,2
CLE76,1979,Naïve,,0,-1,3
CLE76,1980,Naïve,CRE80,1,-1,4
CLE76,1981,Milk,,0,-1,5
CLE76,1982,True yeld,CRE82,1,-1,6
CLE76,1983,Winter yeld,,0,-1,7
CLE76,1984,True yeld,CRE84,1,-1,8
CLE76,1985,Milk,CRE85,1,-1,9
CLE76,1986,Summer yeld,,0,-1,10
CLE77,1977,Naïve,,0,0,0
CLE77,1978,Naïve,,0,0,1
CLE77,1979,Naïve,,0,-1,2
CLE77,1980,Naïve,,0,-1,3
CLE77,1981,Naïve,CLD81,1,-1,4
CLE77,1982,Summer yeld,CLA82,1,-1,5
CLE77,1983,Winter yeld,CLA83,1,-1,6
CLE77,1984,Winter yeld,,0,-1,7
CLE77,1985,True yeld,CLA85,1,-1,8
CLE77,1986,Milk,,0,-1,9
CLE77,1987,True yeld,CLA87,1,-1,10
CLE77,1988,Milk,,0,-1,11
CLE77,1989,True yeld,CLA89,1,-1,12
CLE79,1979,Naïve,,0,0,0
CLE81,1981,Naïve,,0,0,0
CLEOP,1964,Naïve,,0,0,0
CLEOP,1965,Naïve,,0,0,1
CLEOP,1966,Naïve,,0,0,2
CLEOP,1967,Naïve,,0,0,3
CLEOP,1968,Naïve,,0,0,4
CLEOP,1969,Naïve,,0,0,5
CLEOP,1970,Naïve,CLE70,1,0,6
CLEOP,1971,Milk,CLE71,1,-1,7
CLEOP,1972,Summer yeld,CLE72,1,-1,8
CLEOP,1973,Milk,CLE73,1,0,9
CLEOP,1974,Milk,CLE74,1,-1,10
CLEOP,1975,Milk,CLE75,1,-1,11
CLEOP,1976,Milk,CLE76,1,-1,12
CLEOP,1977,Milk,CLE77,1,-1,13
CLEOP,1978,Milk,,0,-1,14
CLEOP,1979,True yeld,CLE79,1,-1,15
CLEOP,1980,Summer yeld,CLE80,1,-1,16
CLEOP,1981,Summer yeld,CLE81,1,-1,17
CLK04,2004,Naïve,,0,0,0
CLK04,2005,Naïve,,0,0,1
CLK04,2006,Naïve,,0,-1,2
CLK04,2007,Naïve,,0,-1,3
CLK04,2008,Naïve,RDD08,1,-1,4
CLK04,2009,Winter yeld,,0,-1,5
CLK04,2010,True yeld,RDD10,1,-1,6
CLK04,2011,Summer yeld,,0,-1,7
CLK04,2012,True yeld,RDD12,1,-1,8
CLK04,2013,Milk,RDD13,1,-1,9
CLK04,2014,Milk,RDD14,1,-1,10
CLK04,2015,Milk,RDD15,1,-1,11
CLK04,2016,Milk,RDD16,1,-1,12
CLK04,2017,Milk,RDD17,1,-1,13
CLK04,2018,Summer yeld,RDD18,1,-1,14
CLK04,2019,Milk,RDD19,1,-1,15
CLK04,2020,Milk,RDD20,1,-1,16
CLK04,2021,Summer yeld,RDD21,1,-1,17
CLK06,2006,Naïve,,0,0,0
CLK06,2007,Naïve,,0,0,1
CLK06,2008,Naïve,,0,-1,2
CLK06,2009,Naïve,LAV09,1,-1,3
CLK06,2010,Milk,,0,-1,4
CLK06,2011,True yeld,LAV11,1,-1,5
CLL02,2002,Naïve,,0,0,0
CLL02,2003,Naïve,,0,0,1
CLL02,2004,Naïve,,0,-1,2
CLL02,2005,Naïve,,0,-1,3
CLL02,2006,Naïve,GTR06,1,-1,4
CLL02,2007,Milk,,0,-1,5
CLM82,1982,Naïve,,0,0,0
CLM82,1983,Naïve,,0,0,1
CLM82,1984,Naïve,,0,-1,2
CLM82,1985,Naïve,,0,-1,3
CLM82,1986,Naïve,SAT86,1,-1,4
CLM82,1987,Summer yeld,SAT87,1,-1,5
CLM82,1988,Milk,,0,-1,6
CLO93,1993,Naïve,,0,0,0
CLO93,1994,Naïve,,0,0,1
CLO94,1994,Naïve,,0,0,0
CLO96,1996,Naïve,,0,0,0
CLO96,1997,Naïve,,0,0,1
CLO96,1998,Naïve,,0,-1,2
CLO96,1999,Naïve,,0,-1,3
CLO96,2000,Naïve,,0,-1,4
CLO96,2001,Naïve,TIC01,1,-1,5
CLO96,2002,Winter yeld,,0,-1,6
CLO96,2003,True yeld,TIC03,1,-1,7
CLO96,2004,Milk,TIC04,1,-1,8
CLO96,2005,Winter yeld,,0,-1,9
CLO96,2006,True yeld,TIC06,1,-1,10
CLO96,2007,Summer yeld,TIC07,1,-1,11
CLO96,2008,Milk,TIC08,1,-1,12
CLO96,2009,Summer yeld,TIC09,1,-1,13
CLO96,2010,Winter yeld,,0,-1,14
CLO96,2011,True yeld,TIC11,1,-1,15
CLR09,2009,Naïve,,0,0,0
CLR13,2013,Naïve,,0,0,0
CLS17,2017,Naïve,,0,0,0
CLS17,2018,Naïve,,0,0,1
CLS17,2019,Naïve,,0,-1,2
CLS17,2020,Naïve,MRI20,1,-1,3
CLS19,2019,Naïve,,0,0,0
CLS19,2020,Naïve,,0,0,1
CLS19,2021,Naïve,,0,-1,2
CLS19,2022,Naïve,ALA22,1,-1,3
CLS20,2020,Naïve,,0,0,0
CLS20,2021,Naïve,,0,0,1
CLS20,2022,Naïve,,0,-1,2
CLS21,2021,Naïve,,0,0,0
CLS21,2022,Naïve,,0,0,1
CLS21,2023,Naïve,,0,-1,2
CLT00,2000,Naïve,,0,0,0
CLT91,1991,Naïve,,0,0,0
CLT97,1997,Naïve,,0,0,0
CLT97,1998,Naïve,,0,0,1
CLT97,1999,Naïve,,0,-1,2
CLT97,2000,Naïve,,0,-1,3
CLT97,2001,Naïve,CMR01,1,-1,4
CLT97,2002,Summer yeld,CMR02,1,-1,5
CLT97,2003,Milk,,0,-1,6
CLT97,2004,True yeld,CMR04,1,-1,7
CLT97,2005,Winter yeld,CMR05,1,-1,8
CLT97,2006,Milk,,0,-1,9
CLT97,2007,True yeld,CMR07,1,-1,10
CLT97,2008,Milk,CMR08,1,-1,11
CLT97,2009,Milk,CMR09,1,-1,12
CLT97,2010,Milk,CMR10,1,-1,13
CLT97,2011,Milk,CMR11,1,-1,14
CLW10,2010,Naïve,,0,0,0
CLW97,1997,Naïve,,0,0,0
CLW99,1999,Naïve,,0,0,0
CMA16,2016,Naïve,,0,0,0
CMA16,2017,Naïve,,0,0,1
CMA16,2018,Naïve,,0,-1,2
CMA16,2019,Naïve,,0,-1,3
CMA16,2020,Naïve,,0,-1,4
CMA17,2017,Naïve,,0,0,0
CMA17,2018,Naïve,,0,0,1
CMA17,2019,Naïve,,0,-1,2
CMA17,2020,Naïve,,0,-1,3
CMB16,2016,Naïve,,0,0,0
CML12,2012,Naïve,,0,0,0
CML12,2013,Naïve,,0,0,1
CML18,2018,Naïve,,0,0,0
CMO77,1977,Naïve,,0,0,0
CMO77,1978,Naïve,,0,0,1
CMO77,1979,Naïve,,0,-1,2
CMO77,1980,Naïve,CFU80,1,-1,3
CMO77,1981,Winter yeld,,0,-1,4
CMO77,1982,True yeld,CFU82,1,-1,5
CMO77,1983,Milk,,0,-1,6
CMO77,1984,True yeld,CFU84,1,-1,7
CMO77,1985,Milk,CFU85,1,-1,8
CMO77,1986,Milk,,0,-1,9
CMO77,1987,True yeld,CFU87,1,-1,10
CMO77,1988,Milk,,0,-1,11
CMO77,1989,True yeld,CFU89,1,-1,12
CMO78,1978,Naïve,,0,0,0
CMO78,1979,Naïve,,0,0,1
CMO78,1980,Naïve,,0,-1,2
CMO78,1981,Naïve,LAM81,1,-1,3
CMO78,1982,Winter yeld,,0,-1,4
CMO78,1983,True yeld,LAM83,1,-1,5
CMO78,1984,Milk,LAM84,1,-1,6
CMO78,1985,Milk,,0,-1,7
CMO78,1986,True yeld,LAM86,1,-1,8
CMO78,1987,Milk,LAM87,1,-1,9
CMO78,1988,Milk,,0,-1,10
CMO78,1989,True yeld,,0,-1,11
CMO78,1990,True yeld,LAM90,1,-1,12
CMOFF,1974,Naïve,,0,0,0
CMOFF,1975,Naïve,,0,0,1
CMOFF,1976,Naïve,,0,-1,2
CMOFF,1977,Naïve,CMO77,1,-1,3
CMOFF,1978,Milk,CMO78,1,-1,4
CMOFF,1979,Milk,,0,-1,5
CMR01,2001,Naïve,,0,0,0
CMR05,2005,Naïve,,0,0,0
CMR05,2006,Naïve,,0,0,1
CMR05,2007,Naïve,,0,-1,2
CMR05,2008,Naïve,,0,-1,3
CMR05,2009,Naïve,,0,-1,4
CMR05,2010,Naïve,DIN10,1,-1,5
CMR05,2011,Milk,,0,-1,6
CMR05,2012,True yeld,DIN12,1,-1,7
CMR05,2013,Milk,,0,-1,8
CMR05,2014,True yeld,DIN14,1,-1,9
CMT05,2005,Naïve,,0,0,0
CMT08,2008,Naïve,,0,0,0
CMT08,2009,Naïve,,0,0,1
CMT10,2010,Naïve,,0,0,0
CMT10,2011,Naïve,,0,0,1
CMT10,2012,Naïve,,0,-1,2
CMT14,2014,Naïve,,0,0,0
CND02,2002,Naïve,,0,0,0
CND02,2003,Naïve,,0,0,1
CND02,2004,Naïve,,0,-1,2
CND03,2003,Naïve,,0,0,0
CND03,2004,Naïve,,0,0,1
CND03,2005,Naïve,,0,-1,2
CND03,2006,Naïve,,0,-1,3
CND03,2007,Naïve,,0,-1,4
CND03,2008,Naïve,PUM08,1,-1,5
CND03,2009,Milk,,0,-1,6
CND03,2010,True yeld,PUM10,1,-1,7
CND03,2011,Winter yeld,,0,-1,8
CND04,2004,Naïve,,0,0,0
CND04,2005,Naïve,,0,0,1
CND04,2006,Naïve,,0,-1,2
CND04,2007,Naïve,,0,-1,3
CND04,2008,Naïve,EMB08,1,-1,4
CND04,2009,Milk,,0,-1,5
CND04,2010,True yeld,EMB10,1,-1,6
CND04,2011,Milk,,0,-1,7
CND04,2012,True yeld,EMB12,1,-1,8
CND04,2013,Milk,EMB13,1,-1,9
CND04,2014,Winter yeld,EMB14,1,-1,10
CND04,2015,Milk,EMB15,1,0,11
CND06,2006,Naïve,,0,0,0
CND06,2007,Naïve,,0,0,1
CND06,2008,Naïve,,0,-1,2
CND06,2009,Naïve,,0,-1,3
CND06,2010,Naïve,PSS10,1,-1,4
CND06,2011,Milk,,0,-1,5
CND06,2012,True yeld,PSS12,1,-1,6
CND06,2013,Milk,,0,-1,7
CND06,2014,True yeld,PSS14,1,-1,8
CND06,2015,Milk,PSS15,1,-1,9
CND06,2016,Milk,PSS16,1,-1,10
CND06,2017,Milk,,0,-1,11
CND06,2018,True yeld,PSS18,1,-1,12
CND06,2019,Milk,,0,-1,13
CND06,2020,True yeld,PSS20,1,-1,14
CND06,2021,Milk,,0,-1,15
CND06,2022,True yeld,PSS22,1,-1,16
CND12,2012,Naïve,,0,0,0
CND12,2013,Naïve,,0,0,1
CND12,2014,Naïve,,0,-1,2
CND12,2015,Naïve,,0,-1,3
CND12,2016,Naïve,SHO16,1,-1,4
CND12,2017,Milk,SHO17,1,-1,5
CND12,2018,Milk,,0,-1,6
CND12,2019,True yeld,SHO19,1,-1,7
CND12,2020,Milk,SHO20,1,-1,8
CND12,2021,Milk,SHO21,1,-1,9
CND12,2022,Milk,SHO22,1,-1,10
CND12,2023,Milk,SHO23,1,-1,11
CND14,2014,Naïve,,0,0,0
CND15,2015,Naïve,,0,0,0
CND15,2016,Naïve,,0,0,1
CNE04,2004,Naïve,,0,0,0
CNE04,2005,Naïve,,0,0,1
CNK04,2004,Naïve,,0,0,0
CNK04,2005,Naïve,,0,0,1
CNK04,2006,Naïve,,0,-1,2
CNK04,2007,Naïve,,0,-1,3
CNK04,2008,Naïve,PKN08,1,-1,4
CNK04,2009,Milk,,0,-1,5
CNK04,2010,True yeld,PKN10,1,0,6
CNK04,2011,Summer yeld,PKN11,1,0,7
CNK04,2012,Milk,,0,0,8
CNK04,2013,True yeld,,0,-1,9
CNK04,2014,True yeld,,0,0,10
CNK04,2015,True yeld,,0,-1,11
CNK04,2016,True yeld,PKN16,1,0,12
CNK04,2017,Milk,,0,-1,13
CNK04,2018,True yeld,PKN18,1,-1,14
CNK04,2019,Milk,PKN19,1,-1,15
CNK04,2020,Milk,PKN20,1,-1,16
CNK08,2008,Naïve,,0,0,0
CNK08,2009,Naïve,,0,0,1
CNK08,2010,Naïve,,0,-1,2
CNK08,2011,Naïve,,0,-1,3
CNN04,2004,Naïve,,0,0,0
CNN06,2006,Naïve,,0,0,0
CNN06,2007,Naïve,,0,0,1
CNN11,2011,Naïve,,0,0,0
COB80,1980,Naïve,,0,0,0
COB80,1981,Naïve,,0,0,1
COB80,1982,Naïve,,0,0,2
COB80,1983,Naïve,AQU83,1,-1,3
COB80,1984,Milk,,0,0,4
COB80,1985,True yeld,AQU85,1,0,5
COB80,1986,Milk,AQU86,1,0,6
COB80,1987,Summer yeld,AQU87,1,0,7
COB80,1988,Milk,,0,0,8
COB80,1989,True yeld,AQU89,1,0,9
COB80,1990,Milk,AQU90,1,0,10
COB80,1991,Milk,AQU91,1,0,11
COB80,1992,Milk,AQU92,1,0,12
COB80,1993,Summer yeld,,0,0,13
COB80,1994,True yeld,,0,0,14
COB80,1995,True yeld,AQU95,1,0,15
COB80,1996,Summer yeld,AQU96,1,0,16
COB82,1982,Naïve,,0,0,0
COB82,1983,Naïve,,0,0,1
COB82,1984,Naïve,,0,0,2
COB84,1984,Naïve,,0,0,0
COB84,1985,Naïve,,0,0,1
COC72,1972,Naïve,,0,-1,0
COC72,1973,Naïve,,0,0,1
COC72,1974,Naïve,,0,-1,2
